Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,latitude,longitude
A3193,DevOps Course,96.0,4851.0,$229.12,27.0,6.0,,$1271,2024/11/03,London,tablet,data anaytics training,51.516953,-0.130395
A3194,Data Analytcis Course,107.0,4816.0,$243.41,20.0,5.0,,,2024/11/25,Berlin,tablet,data analytics course,52.549893,13.426297
A3195,Machine Learning Course,170.0,5404.0,$218.24,24.0,5.0,,$1818,29-11-2024,London,desktop,data analitics online,51.521236,-0.136143
A3196,DevOps Course,145.0,3068.0,$237.7,24.0,7.0,,$1494,2024/11/19,Berlin,mobile,data analytics course,52.518429,13.429344
A3197,DevOps Course,148.0,5877.0,$213.84,25.0,8.0,,$1371,18-11-2024,Berlin,desktop,learn data analytics,52.542673,13.380699
A3198,Data Analytcis Course,141.0,4188.0,$228.12,16.0,9.0,,$1204,30-11-2024,Berlin,desktop,data analitics online,52.498005,13.416901
A3199,Software Engineer Course,89.0,5676.0,$183.58,14.0,,,$1254,2024/11/16,London,mobile,data analitics online,51.500161,-0.150503
A3200,DevOps Course,140.0,4677.0,$223.74,20.0,9.0,0.064,$1610,2024-11-04,Berlin,mobile,learn data analytics,52.541723,13.417622
A3201,DevOps Course,135.0,3793.0,$190.88,24.0,9.0,0.053,,2024-11-19,Paris,desktop,data analitics online,48.849463,2.373699
A3202,DevOps Course,105.0,3548.0,$216.8,30.0,7.0,0.054,$1663,14-11-2024,Berlin,tablet,learn data analytics,52.533027,13.419115
A3203,Software Engineer Course,119.0,5944.0,$225.75,24.0,,,$1516,13-11-2024,Paris,tablet,analytics for data,48.874452,2.37852
A3204,Software Engineer Course,128.0,4662.0,$187.28,23.0,9.0,,$1710,2024-11-13,Berlin,desktop,data anaytics training,52.519125,13.380468
A3205,Data Analytcis Course,120.0,4453.0,$240.34,23.0,8.0,0.067,$1452,2024-11-26,Paris,tablet,online data analytic,48.839265,2.376751
A3206,DevOps Course,163.0,5052.0,$234.73,24.0,6.0,,$1848,17-11-2024,London,mobile,online data analytic,51.482892,-0.157505
A3207,Machine Learning Course,94.0,4457.0,$246.18,14.0,6.0,0.053,$1492,2024/11/15,Berlin,tablet,data analitics online,52.526094,13.380331
A3208,DevOps Course,,5528.0,$185.93,21.0,5.0,0.045,$1719,15-11-2024,London,mobile,data anaytics training,51.490968,-0.122571
A3209,Data Analytcis Course,146.0,4474.0,$190.94,18.0,10.0,,$1872,2024/11/07,London,tablet,data analitics online,51.493707,-0.113971
A3210,Data Analytcis Course,193.0,5129.0,$243.78,13.0,10.0,0.052,$1583,2024/11/06,Berlin,tablet,data analytics course,52.538829,13.414355
A3211,DevOps Course,96.0,5210.0,$223.05,10.0,8.0,0.083,$1483,2024-11-29,Berlin,tablet,online data analytic,52.491388,13.397467
A3212,Data Analytcis Course,150.0,3456.0,$242.22,16.0,7.0,0.047,$1215,2024/11/02,Paris,desktop,data anaytics training,48.839009,2.354051
A3213,Machine Learning Course,130.0,4109.0,$207.1,19.0,6.0,0.046,$1521,2024-11-16,Paris,mobile,learn data analytics,48.878774,2.348672
A3214,Software Engineer Course,99.0,3522.0,$210.01,28.0,9.0,0.034,$1932,2024/11/23,Berlin,mobile,analytics for data,52.504748,13.430489
A3215,Data Analytcis Course,143.0,3600.0,$238.14,26.0,7.0,0.049,$1891,2024-11-09,Paris,tablet,analytics for data,48.837364,2.379762
A3216,Data Analytcis Course,116.0,3026.0,$209.03,24.0,9.0,,$1819,10-11-2024,London,desktop,data analitics online,51.533442,-0.103235
A3217,Data Analytcis Course,120.0,,$214.76,29.0,5.0,0.042,$1926,2024-11-30,Berlin,mobile,data anaytics training,52.49128,13.416028
A3218,Data Analytcis Course,115.0,4857.0,$195.05,29.0,9.0,0.078,$1644,2024-11-17,Berlin,desktop,data anaytics training,52.492549,13.394514
A3219,Machine Learning Course,175.0,5915.0,$223.39,23.0,8.0,0.042,$1595,2024-11-08,Paris,tablet,learn data analytics,48.856359,2.371009
A3220,Software Engineer Course,100.0,3948.0,$230.56,30.0,6.0,,$1234,2024/11/12,Paris,tablet,analytics for data,48.861676,2.327313
A3221,Software Engineer Course,114.0,5446.0,$207.62,11.0,8.0,,$1355,2024-11-12,London,mobile,data analitics online,51.528305,-0.147355
A3222,Machine Learning Course,109.0,5388.0,$205.68,22.0,6.0,0.055,$1339,19-11-2024,London,desktop,data anaytics training,51.525397,-0.128461
A3223,DevOps Course,154.0,5138.0,$194.15,17.0,7.0,0.045,$1295,2024/11/17,Paris,mobile,data analytics course,48.878159,2.369257
A3224,Data Analytcis Course,199.0,3534.0,$238.67,24.0,5.0,0.025,$1776,2024/11/21,Paris,mobile,data anaytics training,48.854366,2.366056
A3225,Machine Learning Course,98.0,4302.0,$183.4,16.0,9.0,0.092,$1765,2024-11-19,London,desktop,data analytics course,51.515855,-0.103662
A3226,Data Analytcis Course,196.0,4367.0,$238.44,20.0,7.0,,$1931,27-11-2024,Berlin,desktop,data analitics online,52.50529,13.426199
A3227,DevOps Course,81.0,3721.0,$222.89,17.0,4.0,0.046,$1690,2024-11-15,Paris,desktop,data analytics course,48.870447,2.32948
A3228,DevOps Course,150.0,4351.0,$203.7,26.0,8.0,,$1765,2024/11/18,Paris,desktop,data anaytics training,48.832632,2.370464
A3229,Machine Learning Course,121.0,3122.0,$237.57,29.0,6.0,0.05,$1796,07-11-2024,Paris,mobile,learn data analytics,48.852319,2.333801
A3230,Software Engineer Course,124.0,3924.0,$188.66,24.0,6.0,0.041,$1472,2024-11-04,Paris,tablet,data anaytics training,48.880276,2.328145
A3231,Data Analytcis Course,108.0,4126.0,$219.33,22.0,3.0,0.028,$1275,2024-11-29,Berlin,mobile,data analytics course,52.511517,13.385159
A3232,Software Engineer Course,192.0,3499.0,$237.83,20.0,10.0,0.043,,2024/11/12,Paris,tablet,analytics for data,48.827498,2.362975
A3233,Machine Learning Course,178.0,3708.0,$192.77,20.0,10.0,0.056,$1292,16-11-2024,Berlin,tablet,data analitics online,52.537781,13.432199
A3234,Machine Learning Course,191.0,3302.0,$207.75,18.0,9.0,0.047,,26-11-2024,London,mobile,learn data analytics,51.488213,-0.103161
A3235,Machine Learning Course,147.0,3131.0,$242.53,10.0,4.0,,$1231,2024-11-18,Berlin,desktop,data analytics course,52.496153,13.434797
A3236,Machine Learning Course,88.0,5145.0,$242.9,16.0,10.0,0.043,$1963,2024-11-14,Paris,tablet,analytics for data,48.833971,2.378497
A3237,Data Analytcis Course,92.0,5241.0,$223.48,23.0,9.0,,$1050,2024/11/18,Berlin,desktop,data analitics online,52.529671,13.379528
A3238,Data Analytcis Course,148.0,4149.0,$223.33,30.0,6.0,0.041,$1318,2024-11-08,Berlin,tablet,data analytics course,52.49428,13.426267
A3239,DevOps Course,127.0,3791.0,$231.06,11.0,6.0,,$1351,03-11-2024,Berlin,desktop,online data analytic,52.545902,13.42006
A3240,Data Analytcis Course,156.0,4375.0,$249.33,26.0,6.0,0.038,$1663,15-11-2024,Paris,tablet,data analytics course,48.829766,2.366842
A3241,Software Engineer Course,176.0,3753.0,$201.76,11.0,4.0,0.023,$1070,2024-11-07,Paris,mobile,data anaytics training,48.858278,2.34086
A3242,Machine Learning Course,145.0,4275.0,$185.05,25.0,7.0,0.036,$1574,09-11-2024,Paris,desktop,data anaytics training,48.864928,2.374892
A3243,Software Engineer Course,136.0,4332.0,$234.52,19.0,6.0,0.043,$1162,2024-11-18,Paris,desktop,learn data analytics,48.872582,2.368352
A3244,Software Engineer Course,150.0,4001.0,$219.1,25.0,6.0,,$1365,2024-11-09,London,tablet,online data analytic,51.495261,-0.135681
A3245,Software Engineer Course,145.0,4436.0,$190.63,13.0,10.0,0.069,$1502,2024-11-21,Paris,tablet,data analytics course,48.850788,2.32931
A3246,DevOps Course,165.0,5661.0,,28.0,6.0,0.036,$1848,2024-11-02,Berlin,desktop,data analitics online,52.538126,13.425407
A3247,Data Analytcis Course,183.0,5746.0,$248.15,14.0,5.0,0.053,$1012,25-11-2024,Berlin,tablet,data analytics course,52.509146,13.381292
A3248,Software Engineer Course,176.0,3906.0,$214.0,29.0,4.0,0.037,$1382,25-11-2024,Paris,tablet,online data analytic,48.834269,2.372538
A3249,DevOps Course,164.0,5127.0,$194.76,20.0,5.0,,,2024/11/12,Paris,tablet,analytics for data,48.883756,2.359768
A3250,DevOps Course,,4093.0,$230.81,15.0,6.0,,$1713,02-11-2024,Berlin,desktop,data analytics course,52.509606,13.408172
A3251,Data Analytcis Course,95.0,4933.0,$220.04,15.0,3.0,,$1366,2024/11/04,London,mobile,data anaytics training,51.507309,-0.131969
A3252,Data Analytcis Course,83.0,5180.0,$209.62,30.0,4.0,,$1972,2024/11/13,London,desktop,analytics for data,51.509955,-0.128063
A3253,Software Engineer Course,91.0,4988.0,$217.34,10.0,10.0,0.11,$1508,29-11-2024,London,mobile,learn data analytics,51.481777,-0.142474
A3254,DevOps Course,107.0,5510.0,$216.1,14.0,8.0,0.075,$1857,19-11-2024,Berlin,mobile,online data analytic,52.492009,13.429333
A3255,Machine Learning Course,83.0,3187.0,,25.0,10.0,0.034,$1571,2024/11/07,Paris,mobile,learn data analytics,48.827494,2.350366
A3256,Machine Learning Course,166.0,3788.0,$238.56,18.0,8.0,0.048,$1657,06-11-2024,Berlin,mobile,learn data analytics,52.516887,13.417609
A3257,Data Analytcis Course,182.0,4575.0,$233.74,24.0,10.0,,$1844,2024-11-13,Berlin,mobile,learn data analytics,52.492253,13.427217
A3258,DevOps Course,188.0,4382.0,$249.5,12.0,9.0,0.049,$1746,13-11-2024,Berlin,desktop,analytics for data,52.514768,13.395222
A3259,Software Engineer Course,107.0,4605.0,$230.74,17.0,7.0,,$1590,2024/11/18,Berlin,tablet,online data analytic,52.538569,13.388257
A3260,Software Engineer Course,169.0,4857.0,$194.79,18.0,7.0,0.041,$1391,2024/11/22,Berlin,mobile,data analitics online,52.541576,13.383404
A3261,Machine Learning Course,165.0,3150.0,$190.3,18.0,3.0,0.018,$1129,2024-11-18,Paris,desktop,data anaytics training,48.877334,2.355798
A3262,Software Engineer Course,137.0,4630.0,$201.14,10.0,4.0,0.029,$1680,27-11-2024,Berlin,tablet,learn data analytics,52.492416,13.432087
A3263,Software Engineer Course,135.0,3712.0,$207.14,14.0,3.0,0.048,$1788,2024/11/21,London,tablet,data anaytics training,51.531039,-0.142827
A3264,Data Analytcis Course,130.0,5739.0,,23.0,8.0,0.062,,30-11-2024,Paris,mobile,data analitics online,48.856162,2.346802
A3265,Machine Learning Course,193.0,,$230.95,26.0,8.0,0.041,$1055,11-11-2024,Berlin,desktop,data analitics online,52.538795,13.380619
A3266,Data Analytcis Course,122.0,4556.0,$243.84,26.0,4.0,0.052,$1164,2024/11/24,London,mobile,online data analytic,51.504634,-0.133021
A3267,DevOps Course,167.0,5824.0,$204.18,,,,$1452,2024/11/09,London,mobile,data analytics course,51.484451,-0.154483
A3268,Machine Learning Course,145.0,5765.0,$240.62,18.0,6.0,0.041,$1056,19-11-2024,Paris,desktop,data anaytics training,48.860242,2.332354
A3269,DevOps Course,80.0,5653.0,$228.06,19.0,8.0,0.1,$1795,2024-11-13,Paris,tablet,analytics for data,48.826701,2.349805
A3270,Machine Learning Course,,4379.0,$238.75,24.0,8.0,,,2024/11/10,London,mobile,data anaytics training,51.519963,-0.117134
A3271,Machine Learning Course,141.0,5612.0,$224.45,19.0,5.0,,$1150,16-11-2024,London,mobile,online data analytic,51.499788,-0.112598
A3272,Software Engineer Course,180.0,3102.0,$198.37,19.0,3.0,,,2024-11-29,London,mobile,online data analytic,51.527111,-0.154117
A3273,Data Analytcis Course,196.0,5812.0,$246.88,22.0,9.0,0.046,$1715,2024/11/14,Berlin,mobile,online data analytic,52.50654,13.381669
A3274,Software Engineer Course,168.0,4904.0,$219.0,22.0,5.0,0.03,$1541,15-11-2024,Berlin,tablet,online data analytic,52.544064,13.414396
A3275,DevOps Course,,4562.0,$183.58,17.0,9.0,,$1668,30-11-2024,Berlin,desktop,data analytics course,52.524107,13.42909
A3276,Machine Learning Course,178.0,4708.0,$237.77,14.0,10.0,,$1449,21-11-2024,Paris,mobile,learn data analytics,48.851101,2.3549
A3277,Machine Learning Course,93.0,3945.0,$189.53,27.0,3.0,0.032,$1560,2024/11/18,Paris,tablet,learn data analytics,48.829586,2.361852
A3278,Software Engineer Course,138.0,5863.0,$201.19,30.0,10.0,0.072,$1898,2024/11/18,London,desktop,analytics for data,51.523573,-0.147325
A3279,Software Engineer Course,143.0,4470.0,$214.42,14.0,8.0,0.056,$1353,2024/11/22,Berlin,mobile,data analytics course,52.517292,13.432248
A3280,Machine Learning Course,,5800.0,,22.0,9.0,,$1369,2024-11-14,Berlin,tablet,data analytics course,52.492912,13.420211
A3281,Software Engineer Course,147.0,4041.0,$229.19,16.0,10.0,0.055,$1558,27-11-2024,Paris,desktop,analytics for data,48.848157,2.342862
A3282,Software Engineer Course,101.0,3449.0,$188.39,16.0,10.0,0.099,$1318,2024-11-08,Paris,desktop,online data analytic,48.870416,2.357315
A3283,Software Engineer Course,195.0,4195.0,$231.87,13.0,10.0,0.034,$1834,2024/11/25,London,desktop,learn data analytics,51.480896,-0.12215
A3284,Machine Learning Course,142.0,5365.0,$237.95,17.0,10.0,0.07,$1548,2024-11-27,London,tablet,data analitics online,51.518542,-0.149678
A3285,DevOps Course,139.0,3854.0,$234.73,10.0,3.0,0.022,$1802,2024/11/18,Berlin,tablet,learn data analytics,52.523526,13.434814
A3286,DevOps Course,84.0,5597.0,$244.39,22.0,10.0,,$1685,2024/11/03,London,tablet,data anaytics training,51.496831,-0.121014
A3287,Software Engineer Course,103.0,5488.0,$237.06,21.0,7.0,0.049,$1874,2024/11/22,London,tablet,analytics for data,51.53568,-0.138051
A3288,Data Analytcis Course,108.0,3676.0,$203.45,29.0,8.0,0.074,$1369,01-11-2024,London,mobile,data analitics online,51.53575,-0.144876
A3289,Machine Learning Course,171.0,4307.0,$220.89,,8.0,0.038,$1187,2024-11-01,Berlin,tablet,data analitics online,52.494397,13.42587
A3290,Machine Learning Course,80.0,4204.0,$226.79,14.0,3.0,0.037,$1434,21-11-2024,Paris,tablet,data analytics course,48.82725,2.368594
A3291,Software Engineer Course,169.0,3589.0,$237.83,15.0,3.0,0.018,$1754,2024-11-21,Paris,mobile,analytics for data,48.848871,2.366002
A3292,Software Engineer Course,,3048.0,$189.48,22.0,7.0,,$1740,2024/11/18,London,mobile,analytics for data,51.497689,-0.103096
A3293,Machine Learning Course,92.0,4631.0,$233.3,19.0,10.0,0.109,$1521,27-11-2024,Paris,mobile,learn data analytics,48.839073,2.34918
A3294,DevOps Course,189.0,5624.0,$248.03,23.0,7.0,0.037,,2024-11-10,Paris,tablet,analytics for data,48.873818,2.380066
A3295,Software Engineer Course,124.0,5931.0,$214.41,21.0,3.0,,$1906,2024-11-05,London,tablet,online data analytic,51.493981,-0.098667
A3296,DevOps Course,138.0,5891.0,$247.47,14.0,7.0,0.051,$1138,2024-11-14,London,desktop,online data analytic,51.526433,-0.111998
A3297,Software Engineer Course,186.0,5774.0,$236.22,15.0,6.0,0.032,$1288,12-11-2024,London,mobile,learn data analytics,51.512763,-0.100057
A3298,Machine Learning Course,100.0,4869.0,$234.37,21.0,7.0,0.07,$1890,01-11-2024,Berlin,tablet,data analitics online,52.532187,13.38386
A3299,DevOps Course,151.0,5403.0,$180.74,22.0,3.0,0.046,$1610,2024-11-29,London,tablet,data analitics online,51.529453,-0.129281
A3300,Data Analytcis Course,176.0,4577.0,$207.98,23.0,,,$1396,2024/11/29,London,tablet,data anaytics training,51.532653,-0.121885
A3301,Data Analytcis Course,,3978.0,$230.19,23.0,9.0,,$1792,19-11-2024,Paris,desktop,analytics for data,48.87343,2.324973
A3302,Data Analytcis Course,141.0,4483.0,$240.23,25.0,4.0,0.028,$1516,14-11-2024,Berlin,tablet,analytics for data,52.529908,13.415744
A3303,Software Engineer Course,117.0,5754.0,$228.8,,3.0,0.026,,14-11-2024,Berlin,mobile,data analitics online,52.540526,13.395577
A3304,Machine Learning Course,131.0,5528.0,$182.38,27.0,6.0,0.046,$1168,2024-11-03,Paris,desktop,analytics for data,48.86999,2.32735
A3305,Software Engineer Course,173.0,3639.0,$225.73,10.0,4.0,0.023,$1804,27-11-2024,Paris,tablet,data analitics online,48.861751,2.362932
A3306,Machine Learning Course,195.0,4067.0,$220.61,20.0,8.0,0.041,$1767,08-11-2024,Berlin,desktop,data analytics course,52.498688,13.429464
A3307,DevOps Course,126.0,3931.0,$212.16,20.0,9.0,0.058,$1537,09-11-2024,Paris,desktop,learn data analytics,48.830621,2.365868
A3308,DevOps Course,119.0,3602.0,$191.83,26.0,3.0,,$1052,2024/11/10,Paris,tablet,analytics for data,48.843917,2.346868
A3309,Data Analytcis Course,141.0,5663.0,$237.57,16.0,3.0,0.045,$1269,2024/11/18,London,tablet,data analytics course,51.522402,-0.137151
A3310,Data Analytcis Course,182.0,4021.0,,24.0,7.0,0.038,$1444,30-11-2024,Paris,tablet,online data analytic,48.863793,2.357334
A3311,Data Analytcis Course,192.0,4551.0,$223.93,22.0,10.0,0.052,$1231,19-11-2024,London,desktop,data anaytics training,51.521576,-0.114794
A3312,DevOps Course,,5123.0,$231.93,18.0,9.0,,$1031,2024/11/18,Paris,desktop,analytics for data,48.853296,2.380601
A3313,Data Analytcis Course,160.0,3816.0,$207.93,27.0,9.0,0.056,$1884,2024/11/03,London,mobile,analytics for data,51.52853,-0.113705
A3314,Software Engineer Course,140.0,3154.0,$212.73,21.0,4.0,0.029,$1024,2024-11-14,London,tablet,learn data analytics,51.482194,-0.121757
A3315,Software Engineer Course,134.0,3700.0,$226.57,28.0,7.0,0.056,$1836,2024-11-04,Paris,tablet,data analitics online,48.86884,2.350537
A3316,Machine Learning Course,92.0,3963.0,$219.39,22.0,10.0,,$1834,26-11-2024,Berlin,mobile,online data analytic,52.504405,13.407328
A3317,Software Engineer Course,163.0,3978.0,$232.7,25.0,9.0,0.046,$1380,2024/11/08,Paris,desktop,data analitics online,48.829231,2.360743
A3318,Data Analytcis Course,155.0,5105.0,$239.11,20.0,5.0,0.032,$1009,2024/11/05,London,mobile,analytics for data,51.526369,-0.109394
A3319,DevOps Course,194.0,3559.0,$205.78,15.0,9.0,0.046,$1765,03-11-2024,London,desktop,online data analytic,51.528532,-0.127806
A3320,Machine Learning Course,165.0,3005.0,$239.14,23.0,6.0,0.036,$1989,2024/11/27,Paris,tablet,learn data analytics,48.878193,2.360947
A3321,Software Engineer Course,135.0,4740.0,$235.55,24.0,4.0,0.03,$1715,2024-11-07,Berlin,desktop,analytics for data,52.534275,13.40711
A3322,DevOps Course,87.0,4379.0,$209.25,29.0,10.0,,$1348,2024-11-05,London,desktop,learn data analytics,51.482895,-0.12558
A3323,Software Engineer Course,164.0,4151.0,$219.97,30.0,9.0,0.055,,25-11-2024,Berlin,desktop,online data analytic,52.536059,13.431849
A3324,Data Analytcis Course,,3185.0,$217.33,21.0,3.0,,,15-11-2024,Berlin,mobile,data anaytics training,52.538157,13.396508
A3325,Machine Learning Course,84.0,5652.0,$191.93,30.0,8.0,0.095,$1729,2024-11-13,London,mobile,data analitics online,51.498341,-0.150136
A3326,Software Engineer Course,158.0,4819.0,$185.34,17.0,9.0,,$1066,24-11-2024,London,mobile,data anaytics training,51.524375,-0.144392
A3327,Software Engineer Course,90.0,4472.0,$237.16,28.0,10.0,0.059,$1629,13-11-2024,Berlin,mobile,learn data analytics,52.547694,13.397725
A3328,DevOps Course,197.0,3186.0,$194.44,19.0,6.0,0.03,$1857,2024/11/14,Berlin,tablet,data analytics course,52.510094,13.419166
A3329,Data Analytcis Course,133.0,4241.0,$197.26,25.0,9.0,0.068,$1325,2024-11-26,Berlin,tablet,data anaytics training,52.518732,13.402104
A3330,Data Analytcis Course,149.0,5035.0,$234.52,28.0,5.0,0.034,$1304,2024/11/04,London,desktop,online data analytic,51.518831,-0.13521
A3331,Data Analytcis Course,197.0,5686.0,$239.76,27.0,9.0,0.056,$1462,2024/11/17,London,desktop,data analitics online,51.513963,-0.129223
A3332,Software Engineer Course,157.0,4062.0,$223.72,24.0,8.0,0.051,,2024-11-25,Berlin,tablet,data analitics online,52.491376,13.381227
A3333,Software Engineer Course,102.0,3113.0,$202.77,22.0,7.0,0.069,$1997,2024/11/06,London,desktop,online data analytic,51.50254,-0.110618
A3334,Software Engineer Course,175.0,3958.0,$193.52,23.0,8.0,0.046,$1064,2024-11-04,Paris,mobile,data analytics course,48.885133,2.378786
A3335,Data Analytcis Course,101.0,3317.0,,23.0,4.0,0.04,$1716,2024/11/10,London,desktop,data analytics course,51.531985,-0.12012
A3336,Software Engineer Course,127.0,4226.0,$184.46,10.0,9.0,0.071,$1427,2024-11-08,Paris,desktop,data analytics course,48.830102,2.323327
A3337,DevOps Course,148.0,3469.0,$212.07,14.0,9.0,,$1898,30-11-2024,Berlin,tablet,data analitics online,52.497922,13.426791
A3338,Machine Learning Course,181.0,3859.0,$246.36,22.0,9.0,0.056,$1769,01-11-2024,Paris,mobile,online data analytic,48.842888,2.32919
A3339,Machine Learning Course,140.0,3389.0,$183.33,28.0,6.0,0.043,$1385,2024/11/08,Paris,mobile,online data analytic,48.828544,2.348367
A3340,Data Analytcis Course,146.0,5075.0,,13.0,9.0,0.056,$1353,2024-11-26,London,tablet,analytics for data,51.502146,-0.149685
A3341,Software Engineer Course,148.0,3269.0,$191.73,18.0,9.0,0.061,$1396,10-11-2024,Berlin,mobile,learn data analytics,52.513402,13.425203
A3342,DevOps Course,101.0,4814.0,$191.43,17.0,7.0,0.069,$1112,20-11-2024,Paris,desktop,learn data analytics,48.872794,2.373889
A3343,Data Analytcis Course,179.0,5145.0,$223.04,29.0,9.0,0.05,$1002,2024/11/08,Berlin,mobile,data anaytics training,52.492635,13.399021
A3344,Data Analytcis Course,151.0,4107.0,$183.81,21.0,10.0,0.066,$1872,2024-11-11,Berlin,desktop,data analytics course,52.491035,13.392008
A3345,Data Analytcis Course,195.0,3221.0,$185.08,19.0,10.0,0.042,$1905,2024/11/26,Paris,tablet,data analytics course,48.860937,2.378966
A3346,Machine Learning Course,169.0,4846.0,$230.53,15.0,8.0,,$1103,04-11-2024,Berlin,mobile,data anaytics training,52.524366,13.387112
A3347,Software Engineer Course,161.0,3160.0,$229.71,17.0,3.0,0.019,$1817,2024-11-01,London,mobile,data anaytics training,51.481446,-0.122952
A3348,Machine Learning Course,156.0,5095.0,$214.32,30.0,9.0,,$1444,27-11-2024,Berlin,mobile,data analitics online,52.545279,13.380406
A3349,Machine Learning Course,148.0,3957.0,,20.0,10.0,0.068,$1288,10-11-2024,Berlin,tablet,data analitics online,52.514834,13.384994
A3350,Data Analytcis Course,126.0,4920.0,$182.36,27.0,5.0,0.04,$1933,04-11-2024,Berlin,tablet,data analitics online,52.497463,13.393279
A3351,DevOps Course,189.0,3588.0,$191.74,22.0,9.0,,$1893,25-11-2024,Paris,desktop,data analytics course,48.880479,2.33543
A3352,Software Engineer Course,119.0,4927.0,$223.35,16.0,3.0,,$1377,14-11-2024,Paris,mobile,data anaytics training,48.868993,2.357846
A3353,DevOps Course,,,$200.54,30.0,5.0,0.032,,2024-11-01,London,desktop,analytics for data,51.483395,-0.123377
A3354,Data Analytcis Course,127.0,5742.0,$233.98,13.0,4.0,0.031,$1743,2024/11/12,Berlin,tablet,data analytics course,52.530985,13.408846
A3355,Machine Learning Course,106.0,4474.0,$181.48,17.0,10.0,0.094,$1189,2024/11/20,Paris,tablet,analytics for data,48.826974,2.345346
A3356,Data Analytcis Course,119.0,4322.0,$183.0,24.0,5.0,,$1108,2024-11-06,Berlin,mobile,data analitics online,52.505763,13.386949
A3357,Data Analytcis Course,81.0,4144.0,$180.01,18.0,3.0,0.037,$1648,2024/11/20,London,mobile,data analitics online,51.520137,-0.113202
A3358,DevOps Course,152.0,5007.0,$208.84,19.0,10.0,0.066,$1628,2024-11-24,Berlin,mobile,online data analytic,52.523587,13.375406
A3359,DevOps Course,153.0,5388.0,$219.93,16.0,4.0,0.026,$1602,2024/11/11,Paris,tablet,data analytics course,48.83897,2.337576
A3360,Software Engineer Course,120.0,4229.0,$244.13,20.0,9.0,0.075,$1380,2024-11-12,Berlin,desktop,data analytics course,52.534832,13.430891
A3361,Machine Learning Course,167.0,5140.0,$228.32,28.0,9.0,0.051,$1056,08-11-2024,London,mobile,data analitics online,51.496172,-0.143006
A3362,Data Analytcis Course,116.0,5001.0,$186.67,17.0,5.0,0.043,$1340,2024-11-07,Paris,desktop,analytics for data,48.872452,2.337587
A3363,Machine Learning Course,93.0,3802.0,$215.52,22.0,7.0,0.034,$1513,2024-11-23,Paris,mobile,online data analytic,48.848104,2.358879
A3364,DevOps Course,159.0,5584.0,$249.46,18.0,8.0,0.05,$1176,2024-11-09,Berlin,desktop,analytics for data,52.495333,13.402902
A3365,Machine Learning Course,146.0,5105.0,$224.77,12.0,7.0,0.038,$1440,2024/11/05,Berlin,mobile,analytics for data,52.503393,13.419738
A3366,Data Analytcis Course,136.0,5714.0,$190.3,19.0,8.0,0.059,$1694,2024-11-30,London,desktop,data anaytics training,51.504438,-0.101177
A3367,DevOps Course,159.0,5025.0,$208.68,16.0,4.0,0.051,$1779,2024-11-21,Paris,mobile,online data analytic,48.843158,2.372743
A3368,Machine Learning Course,83.0,3781.0,$220.82,11.0,4.0,0.048,$1866,15-11-2024,Paris,mobile,data anaytics training,48.847804,2.369166
A3369,DevOps Course,136.0,3318.0,$215.86,20.0,8.0,0.032,$1712,2024/11/21,London,tablet,data analitics online,51.535966,-0.136646
A3370,Data Analytcis Course,136.0,3939.0,$213.66,16.0,6.0,0.044,$1708,21-11-2024,Paris,tablet,online data analytic,48.877145,2.368449
A3371,Software Engineer Course,166.0,3546.0,$221.99,10.0,3.0,0.018,$1796,2024-11-12,Berlin,desktop,learn data analytics,52.492105,13.418525
A3372,Machine Learning Course,192.0,5845.0,$247.56,28.0,3.0,,$1542,19-11-2024,Berlin,desktop,analytics for data,52.494703,13.414543
A3373,DevOps Course,,3580.0,$223.48,21.0,6.0,,$1555,2024-11-27,Paris,tablet,data analytics course,48.879886,2.364955
A3374,Data Analytcis Course,108.0,4019.0,$199.85,25.0,8.0,0.059,$1657,02-11-2024,Berlin,tablet,learn data analytics,52.493851,13.419133
A3375,Data Analytcis Course,175.0,3345.0,$185.48,23.0,9.0,0.051,$1193,20-11-2024,London,desktop,data analitics online,51.518234,-0.156314
A3376,DevOps Course,80.0,4413.0,$245.4,10.0,5.0,0.062,$1650,2024-11-03,London,mobile,data analytics course,51.483787,-0.126004
A3377,Software Engineer Course,192.0,4969.0,$234.27,30.0,5.0,0.026,$1627,17-11-2024,Berlin,tablet,data analytics course,52.545009,13.386544
A3378,DevOps Course,85.0,5083.0,$181.19,13.0,3.0,0.05,$1048,2024/11/11,London,mobile,data analytics course,51.485093,-0.144865
A3379,Machine Learning Course,91.0,4176.0,$216.63,20.0,8.0,0.088,$1502,09-11-2024,London,mobile,data analytics course,51.525844,-0.156028
A3380,DevOps Course,94.0,5389.0,$220.53,11.0,10.0,0.106,$1670,27-11-2024,Berlin,mobile,data anaytics training,52.509068,13.42559
A3381,Data Analytcis Course,119.0,4653.0,$224.68,,4.0,,$1773,14-11-2024,London,tablet,learn data analytics,51.515491,-0.12034
A3382,Machine Learning Course,198.0,3926.0,$195.25,25.0,7.0,0.035,$1060,2024-11-12,London,desktop,data analitics online,51.495163,-0.142199
A3383,Data Analytcis Course,87.0,4154.0,$232.88,13.0,3.0,0.034,$1099,2024-11-10,London,desktop,online data analytic,51.504072,-0.141268
